,location,total_sqft,bath,bhk,price
6782,Sultan Palaya,1713.0,3,3,125.0
6783,other,1200.0,2,2,43.0
6784,8th Phase JP Nagar,1900.0,4,3,90.0
6785,Kudlu Gate,1664.0,3,3,68.0
6786,Binny Pete,1795.0,3,3,139.0
6787,Kereguddadahalli,600.0,1,1,19.5
6788,Hoodi,1240.0,2,2,65.0
6789,Hegde Nagar,1965.0,4,3,132.0
6792,Electronics City Phase 1,1200.0,2,2,59.76
6793,Ganga Nagar,1112.0,2,2,68.0
6795,Mahadevpura,1136.0,2,2,64.5
6796,Jigani,914.0,2,2,55.0
6797,Poorna Pragna Layout,1270.0,2,3,50.79
6798,Rachenahalli,1050.0,2,2,47.25
6799,Marathahalli,1385.0,2,3,68.5
6800,other,990.0,2,2,35.0
6801,Yelahanka,845.0,2,2,43.0
6802,Whitefield,1485.0,2,2,96.51
6803,Kanakapura,1460.0,2,3,43.79
6804,Thanisandra,1450.0,2,2,57.0
6805,HSR Layout,1360.0,2,3,53.0
6806,Singasandra,1375.0,2,2,58.0
6807,Uttarahalli,1125.0,2,2,48.0
6808,Banashankari,720.0,1,1,60.0
6809,7th Phase JP Nagar,1460.0,2,3,100.0
6810,other,1107.0,2,2,40.0
6811,other,1158.0,2,2,75.0
6812,Yelachenahalli,800.0,1,2,30.0
6814,Bhoganhalli,1760.0,3,3,128.0
6817,TC Palaya,1350.0,3,3,60.0
6819,other,1125.0,2,2,32.49
6820,Frazer Town,1706.0,3,3,154.0
6821,BTM Layout,1600.0,3,3,112.0
6822,other,1200.0,2,2,90.0
6823,Whitefield,1755.0,3,3,101.0
6824,Hulimavu,1200.0,2,2,50.0
6825,BEML Layout,1200.0,2,2,67.0
6826,other,1266.67,2,2,69.0
6827,other,1800.0,3,3,90.0
6829,2nd Phase Judicial Layout,1300.0,3,3,64.0
6830,other,800.0,3,3,60.0
6832,Mysore Road,1029.5,2,2,50.855
6833,Raja Rajeshwari Nagar,1128.0,2,2,40.0
6834,other,2000.0,2,2,160.0
6835,Panathur,1210.0,2,2,80.0
6837,Raja Rajeshwari Nagar,1151.0,2,2,39.0
6839,other,1464.0,3,3,56.0
6840,Electronic City,1017.0,2,2,27.0
6841,Sarjapur  Road,920.0,2,2,40.0
6844,Munnekollal,1750.0,3,3,86.5
6845,Dasanapura,1163.0,2,2,65.0
6846,7th Phase JP Nagar,1650.0,3,3,110.0
6847,other,1800.0,3,3,95.0
6848,CV Raman Nagar,1100.0,2,2,58.0
6849,R.T. Nagar,1200.0,2,2,60.0
6850,Ganga Nagar,1410.0,3,3,65.0
6851,Begur Road,1933.0,3,3,98.0
6852,Begur Road,1200.0,2,2,45.6
6853,Whitefield,1608.0,2,3,63.0
6855,Horamavu Banaswadi,1156.0,2,2,46.9
6856,other,1230.0,2,2,75.0
6857,Kasavanhalli,770.0,1,1,43.82
6858,Ardendale,1777.26,3,3,105.0
6859,Kanakpura Road,1339.0,2,2,85.0
6861,other,1080.0,2,2,44.8
6864,Hulimavu,1450.0,3,3,72.0
6865,Kothanur,1075.0,2,2,53.0
6866,Sarjapur  Road,1163.0,2,3,62.0
6867,TC Palaya,1200.0,2,2,65.0
6870,Hebbal,1299.0,2,2,100.0
6871,Electronic City,1130.0,2,2,32.63
6872,HRBR Layout,1170.0,2,2,75.0
6873,JP Nagar,2195.0,2,3,152.0
6875,KR Puram,1140.0,2,2,43.32
6876,Kanakpura Road,1900.0,3,3,125.0
6877,Bommasandra Industrial Area,1090.0,2,2,31.48
6878,Electronic City,1110.0,2,2,39.95
6879,Nagavarapalya,705.0,1,1,57.0
6880,HBR Layout,1089.0,2,2,60.0
6881,other,880.0,2,2,48.0
6882,Kereguddadahalli,1080.0,2,2,32.0
6883,Thanisandra,1093.0,2,2,68.1
6884,Banashankari Stage III,1480.0,3,3,75.48
6885,Hegde Nagar,1703.0,3,3,125.0
6886,Hebbal,1200.0,2,2,60.0
6887,Marathahalli,1690.0,3,3,116.0
6888,Yelahanka,1305.0,2,2,78.0
6889,Talaghattapura,1257.0,2,3,40.22
6890,other,1150.0,2,2,45.0
6891,other,1194.0,2,2,55.0
6892,other,2000.0,3,3,90.0
6893,Anekal,1500.0,4,3,99.0
6894,other,1025.0,2,2,42.5
6895,Horamavu Agara,980.0,2,2,38.19
6896,Hosakerehalli,1200.0,2,3,100.0
6897,Whitefield,2225.0,3,3,149.0
6898,other,1022.0,2,2,57.0
6899,other,882.0,3,4,72.0
6900,Narayanapura,1153.0,2,2,45.0
6901,Pai Layout,1175.0,2,2,60.0
6902,Vidyaranyapura,1560.0,3,3,68.0
6903,Yelahanka New Town,650.0,1,1,17.0
6905,Billekahalli,1350.0,3,2,55.0
6906,other,1200.0,2,2,76.0
6907,other,1200.0,1,2,54.0
6908,Chandapura,800.0,2,2,25.0
6909,Electronic City,2093.0,4,4,104.0
6910,Uttarahalli,1320.0,2,3,55.44
6911,Bannerghatta Road,1275.0,2,2,73.0
6912,Begur Road,1215.0,2,2,43.13
6913,Kanakapura,1130.0,2,2,45.2
6914,Begur Road,1444.0,2,3,71.5
6915,other,950.0,2,2,38.0
6916,Padmanabhanagar,1000.0,1,2,90.0
6917,Banashankari Stage II,1240.0,2,3,59.52
6919,Hennur,1231.0,2,2,50.0
6920,Benson Town,1300.0,2,2,120.0
6921,Yeshwanthpur,1713.0,3,3,110.0
6922,Kogilu,1200.0,2,2,53.33
6924,Sonnenahalli,1310.0,2,3,46.0
6925,Jalahalli,790.0,2,2,49.5
6927,other,1605.0,3,3,100.0
6928,Whitefield,1250.0,2,2,82.0
6930,Subramanyapura,1260.0,2,3,76.0
6932,Yelahanka,1180.0,2,2,56.0
6933,Uttarahalli,1255.0,2,3,50.19
6934,Electronic City,1025.0,2,2,53.9
6935,Sarjapur  Road,1877.0,4,3,150.0
6936,Lakshminarayana Pura,1649.0,3,3,150.0
6939,other,1542.0,3,3,98.0
6940,Thigalarapalya,1418.0,2,2,105.0
6941,other,1012.0,2,2,42.0
6942,Chandapura,1200.0,2,2,65.0
6943,Sarjapur  Road,1115.0,2,2,43.0
6944,Green Glen Layout,1680.0,4,3,95.0
6945,Old Madras Road,1171.0,2,2,72.0
6946,Tumkur Road,1027.0,2,2,68.62
6947,Shampura,1700.0,3,3,75.0
6948,Kanakapura,1090.0,2,2,38.15
6949,Hennur Road,1232.0,2,2,74.0
6950,Anekal,766.0,2,2,28.0
6952,Kanakpura Road,525.0,1,1,27.0
6954,JP Nagar,1452.0,2,3,41.0
6955,Choodasandra,1254.0,2,3,65.0
6957,Kanakpura Road,1593.0,3,3,118.0
6958,other,1333.0,2,2,77.27
6959,other,1100.0,3,3,110.0
6960,Raja Rajeshwari Nagar,1375.0,2,3,54.99
6961,Ardendale,1650.0,3,3,82.0
6962,Thanisandra,1430.0,2,3,51.48
6963,Electronic City,940.0,2,2,54.0
6964,Electronic City,435.0,1,1,21.0
6965,Begur Road,1160.0,2,2,36.54
6966,Electronic City,1500.0,2,3,77.5
6967,Koramangala,1890.0,2,3,100.0
6968,other,1050.0,2,2,70.0
6970,Haralur Road,1027.0,2,2,43.0
6971,Whitefield,1495.0,2,3,61.28
6973,Tumkur Road,1459.0,2,3,95.0
6974,Yelahanka,1711.0,3,3,85.61
6975,Hoodi,1250.0,2,2,98.0
6976,Chandapura,645.0,1,1,16.45
6977,Anandapura,875.0,2,2,57.0
6978,Ramamurthy Nagar,1334.0,2,2,67.0
6979,other,1140.0,2,2,32.92
6980,Sarjapur  Road,1115.0,2,2,50.0
6983,Thigalarapalya,2072.0,4,3,160.0
6986,Kengeri Satellite Town,920.0,2,2,39.0
6987,Chandapura,778.0,2,2,25.29
6988,Nagasandra,1310.0,3,4,95.0
6989,Electronic City,1631.0,3,3,80.0
6990,Kanakpura Road,525.0,1,1,27.5
6991,Jalahalli,1395.0,3,3,82.0
6992,other,2000.0,3,3,105.0
6993,Hennur Road,1232.0,2,2,66.0
6994,other,1075.0,2,2,55.0
6995,Gubbalala,1205.0,2,2,70.0
6998,Rayasandra,1179.0,2,3,55.0
6999,Kodigehaali,1013.0,2,2,51.0
7000,Uttarahalli,1160.0,2,2,40.6
7002,7th Phase JP Nagar,1200.0,2,2,62.5
7004,Uttarahalli,1255.0,2,3,50.19
7006,other,1069.0,2,2,55.0
7007,other,1200.0,3,3,99.0
7009,Marathahalli,1065.0,2,2,55.0
7010,Lakshminarayana Pura,1395.0,2,2,75.0
7011,Hebbal Kempapura,1725.0,2,3,165.0
7012,other,1007.0,2,2,43.0
7013,Kengeri,1436.0,2,3,55.0
7015,Hebbal,1645.0,3,3,117.0
7016,Kengeri,1200.0,2,2,58.0
7017,Mysore Road,940.0,2,2,43.61
7021,Haralur Road,1194.0,2,2,47.0
7023,Dodda Nekkundi,1829.0,3,3,125.0
7024,Whitefield,1800.0,4,4,178.0
7025,other,1000.0,2,2,60.0
7028,other,675.0,1,2,15.0
7029,Hebbal,1390.0,2,2,95.0
7030,Lakshminarayana Pura,1500.0,3,3,104.0
7031,Vijayanagar,2047.0,3,3,136.0
7032,Jakkur,1202.0,2,2,79.0
7033,other,1012.0,2,2,59.0
7034,Gunjur,2132.0,3,3,80.0
7036,Whitefield,605.0,1,1,40.0
7037,Harlur,1331.0,2,2,88.0
7038,Margondanahalli,1200.0,2,2,69.0
7042,Kammanahalli,600.0,2,3,50.0
7043,other,1280.0,2,3,49.0
7044,Balagere,1007.0,2,2,62.0
7045,Thanisandra,1370.0,2,3,61.0
7046,Kalkere,925.0,2,2,35.0
7047,TC Palaya,1500.0,2,2,75.0
7048,Attibele,450.0,1,1,12.5
7050,Hennur Road,1341.0,2,2,95.0
7051,2nd Phase Judicial Layout,1350.0,2,3,47.25
7052,Tumkur Road,992.0,2,2,60.0
7053,Uttarahalli,1163.0,2,2,68.0
7054,Sarjapur  Road,1229.0,2,2,70.0
7055,other,600.0,2,2,39.0
7056,Electronic City Phase II,1219.0,2,2,61.26
7057,Raja Rajeshwari Nagar,1525.0,2,3,99.13
7058,Kasavanhalli,1147.0,2,2,60.0
7059,Akshaya Nagar,1412.0,2,3,88.0
7061,Sarjapur  Road,1044.0,2,2,34.77
7062,Nagarbhavi,1190.0,2,2,63.0
7063,Nagadevanahalli,1240.0,2,3,65.0
7064,Jigani,1352.0,3,3,65.0
7065,other,1100.0,2,2,55.0
7066,Uttarahalli,1330.0,2,3,39.9
7067,other,1700.0,3,3,111.0
7068,Electronic City,1355.0,2,2,67.0
7069,Ramamurthy Nagar,1200.0,2,2,46.0
7070,Kengeri,400.0,2,1,25.0
7071,Sarjapur  Road,1342.0,2,2,70.0
7072,Begur Road,1615.0,3,3,50.87
7073,other,1340.0,2,2,65.0
7074,other,1200.0,2,2,54.0
7076,Devanahalli,1080.0,2,2,52.0
7077,other,1600.0,2,2,31.0
7078,Electronic City,1200.0,2,2,34.0
7080,other,1780.0,3,3,110.0
7081,Amruthahalli,1605.0,3,3,65.0
7083,other,646.0,2,3,65.0
7084,Kammanahalli,1200.0,2,2,80.0
7085,Margondanahalli,900.0,2,2,49.0
7086,Sarjapur,1830.0,3,3,88.0
7090,Chandapura,715.0,2,3,32.0
7091,Chandapura,1230.0,2,3,31.37
7092,Uttarahalli,1065.0,2,2,42.59
7095,other,900.0,2,3,65.0
7096,other,946.0,2,2,45.0
7097,Laggere,1500.0,1,1,60.0
7098,Sarjapur  Road,1711.0,3,3,110.0
7100,Chandapura,950.0,2,2,25.65
7101,Kudlu Gate,1656.0,3,3,80.0
7102,Uttarahalli,1075.0,2,2,46.76
7103,Harlur,1752.12,3,3,133.0
7105,other,1540.0,3,3,85.0
7107,LB Shastri Nagar,665.0,1,1,32.0
7108,Sector 2 HSR Layout,1665.0,3,3,110.0
7109,Electronics City Phase 1,1145.0,2,2,54.0
7110,Whitefield,1185.0,2,2,41.0
7112,Marathahalli,1693.0,3,3,125.0
7115,Uttarahalli,1155.0,2,2,40.6
7116,other,1610.0,2,3,64.4
7117,Whitefield,1200.0,3,3,56.58
7119,EPIP Zone,1709.0,3,3,80.0
7120,Amruthahalli,600.0,4,4,60.0
7123,Gottigere,1400.0,2,3,50.0
7124,KR Puram,1200.0,2,2,42.0
7125,other,1439.0,3,3,57.23
7126,Kasavanhalli,1375.0,2,2,72.0
7128,Vijayanagar,1200.0,2,3,75.0
7129,Yelahanka,1315.0,2,2,75.0
7130,Dommasandra,1500.0,2,2,40.0
7132,Vijayanagar,1178.0,2,2,82.0
7133,Bannerghatta Road,1430.0,3,3,59.0
7134,Mahadevpura,1400.0,2,3,65.8
7135,Thanisandra,1093.0,2,2,72.0
7136,Horamavu Banaswadi,1200.0,2,2,45.0
7139,Whitefield,2210.0,3,3,156.0
7140,Uttarahalli,1150.0,2,2,70.0
7141,other,1435.0,2,3,60.0
7143,Whitefield,1173.0,2,2,78.2
7144,Thanisandra,1140.0,2,2,39.0
7145,other,1717.0,3,3,120.0
7146,Mallasandra,1325.0,2,2,65.0
7147,Hoodi,1370.0,3,3,67.0
7148,Electronics City Phase 1,1025.0,2,2,90.0
7149,other,1409.0,2,3,62.0
7150,Bellandur,1200.0,2,2,52.0
7151,Thanisandra,1200.0,2,2,53.5
7152,Whitefield,1740.0,4,3,130.0
7153,Hennur Road,1232.0,2,2,88.0
7154,Chandapura,1200.0,2,2,36.0
7156,other,1250.0,2,2,50.0
7158,Bommanahalli,2100.0,4,4,85.0
7159,5th Phase JP Nagar,552.0,1,1,23.5
7160,Uttarahalli,1065.0,2,3,42.59
7162,other,1225.0,2,2,65.0
7163,other,650.0,1,1,16.0
7164,Padmanabhanagar,1067.0,2,2,52.0
7165,Sarjapur,1364.0,2,3,56.0
7166,other,1750.0,3,3,75.0
7167,Bannerghatta Road,1240.0,2,2,71.0
7168,Hulimavu,1200.0,2,2,75.0
7169,Kaggadasapura,1540.0,3,3,75.0
7170,other,1504.0,2,3,102.0
7171,other,1116.0,2,2,49.8
7173,Sarjapura - Attibele Road,1308.0,2,2,37.0
7174,Vijayanagar,864.0,2,2,45.0
7176,Hoskote,1069.0,2,3,38.0
7177,Hebbal,1333.0,2,2,100.0
7178,other,1800.0,4,4,145.0
7180,Thanisandra,1698.0,3,3,107.0
7181,JP Nagar,1275.0,2,3,43.6
7182,Raja Rajeshwari Nagar,1060.0,2,2,48.0
7183,Hennur,1160.0,2,2,49.0
7184,Sarjapur  Road,1484.0,2,3,65.0
7187,Hennur Road,1310.0,2,2,66.0
7190,Varthur,2145.0,3,3,165.0
7191,Marathahalli,1693.0,3,3,125.0
7192,Jigani,1230.0,3,3,60.0
7194,Bommasandra Industrial Area,1310.0,2,3,37.83
7195,other,1150.0,2,2,60.0
7196,Munnekollal,1385.0,2,3,66.5
7197,Tumkur Road,1066.0,2,2,52.5
7198,Thanisandra,2293.0,3,3,80.26
7200,other,1625.0,3,3,92.0
7201,Vittasandra,1246.0,2,2,67.4
7205,7th Phase JP Nagar,1000.0,2,2,70.65
7206,Nagavarapalya,907.0,2,2,38.0
7208,Varthur,1395.0,2,3,79.0
7209,other,1180.0,2,2,50.0
7211,Electronic City,1175.0,2,2,47.0
7212,other,1272.0,2,2,51.5
7213,other,1490.0,2,3,92.0
7214,Yeshwanthpur,1144.0,2,2,67.0
7216,Hormavu,1143.0,2,2,53.0
7218,Whitefield,1216.0,2,2,75.0
7219,other,1044.0,2,2,60.0
7220,Prithvi Layout,1352.0,3,2,93.0
7221,Hennur Road,1552.0,3,3,75.0
7222,Bellandur,1785.0,3,3,120.0
7223,Pai Layout,810.0,2,2,34.5
7224,Banashankari Stage V,1650.0,3,3,51.98
7225,other,1595.0,3,3,70.39
7226,Whitefield,1060.0,2,2,35.0
7227,Babusapalaya,1410.0,2,3,65.0
7228,Nagarbhavi,1523.0,2,3,56.0
7229,Kanakpura Road,1591.0,3,3,122.0
7230,other,1640.0,3,3,84.0
7231,Yelahanka New Town,450.0,1,1,16.0
7232,Bannerghatta Road,1305.0,2,3,60.0
7233,Yelahanka,1590.0,3,3,54.0
7234,Kaggadasapura,1240.0,2,2,45.0
7235,other,1200.0,2,2,54.0
7236,Dodda Nekkundi,1100.0,2,2,41.16
7238,Sarjapur  Road,1115.0,2,2,50.0
7239,Bisuvanahalli,845.0,2,2,33.0
7241,Channasandra,1310.0,2,3,45.0
7243,other,959.0,2,2,42.5
7245,Kambipura,883.0,2,2,37.0
7246,Rachenahalli,1050.0,2,2,55.5
7247,Yelahanka,1390.0,2,2,70.21
7249,Kenchenahalli,1280.0,2,3,69.0
7251,Yelahanka,1614.0,3,3,95.0
7252,Kasturi Nagar,1000.0,2,2,58.0
7253,Marathahalli,1196.0,2,2,57.9
7254,Sarjapur  Road,1220.0,3,3,57.0
7255,Ambalipura,950.0,2,2,31.95
7257,other,1141.0,2,2,55.0
7258,5th Phase JP Nagar,1200.0,2,2,51.0
7259,Kasavanhalli,1380.0,2,3,55.0
7260,Doddathoguru,855.0,2,2,32.0
7261,Chandapura,645.0,1,1,16.45
7262,Chandapura,922.0,2,2,36.0
7263,Nagappa Reddy Layout,1200.0,2,2,43.2
7264,Nagadevanahalli,1240.0,2,3,65.0
7265,7th Phase JP Nagar,1070.0,2,2,42.0
7266,other,1293.0,2,2,75.0
7267,R.T. Nagar,1380.0,2,3,50.0
7268,Yelahanka New Town,1599.0,3,3,80.0
7269,Nehru Nagar,967.0,2,2,41.1
7270,other,1885.0,3,3,90.0
7271,1st Block Koramangala,860.0,2,2,65.5
7272,Yelahanka,1075.0,1,1,19.5
7273,Sarjapur  Road,1050.0,2,2,63.5
7274,Marathahalli,1595.0,3,3,88.0
7275,Sarjapur  Road,1350.0,2,2,102.0
7276,Hebbal,1204.0,2,2,45.0
7278,Sarjapur  Road,1035.0,2,2,49.0
7279,ITPL,1000.0,2,2,29.95
7280,Sarjapur  Road,1457.0,3,3,85.0
7281,Haralur Road,1194.0,2,2,47.0
7282,Bannerghatta,1100.0,2,2,66.0
7283,Whitefield,1655.0,3,3,120.0
7284,Kanakpura Road,1691.2,3,3,115.0
7285,Ramagondanahalli,1215.0,2,2,46.1
7286,Kanakpura Road,1155.0,2,2,50.125
7287,Hoodi,1639.0,3,3,129.0
7288,Sarjapur  Road,1685.0,3,3,135.0
7290,Hormavu,1100.0,2,2,38.0
7291,Marathahalli,2122.0,3,3,125.0
7292,Vasanthapura,1050.0,2,2,47.0
7293,Kengeri,1230.0,2,2,45.0
7294,5th Phase JP Nagar,1240.0,3,3,60.0
7295,Electronic City Phase II,1252.0,2,3,65.0
7296,other,1374.0,2,3,88.0
7297,8th Phase JP Nagar,500.0,1,1,30.0
7299,Hebbal,1355.0,3,3,83.87
7300,Banashankari,1040.0,2,2,45.0
7301,Sarjapur  Road,1350.0,2,2,68.0
7304,Haralur Road,1560.0,3,3,90.0
7305,Anandapura,1151.0,2,2,43.16
7306,Uttarahalli,1360.0,2,3,47.59
7307,other,1250.0,2,2,60.0
7308,Chandapura,1110.0,2,3,29.97
7309,Hennur Road,1015.0,2,2,50.0
7310,Kadugodi,1351.0,2,3,78.0
7311,Yelahanka New Town,960.0,2,2,50.0
7312,other,1110.0,2,2,52.0
7313,R.T. Nagar,1680.0,3,3,72.0
7316,other,1350.0,3,3,48.6
7317,Horamavu Banaswadi,1254.0,2,2,47.0
7318,Haralur Road,1255.0,3,3,115.0
7319,CV Raman Nagar,1051.0,2,2,61.0
7321,Uttarahalli,1099.0,2,2,65.0
7323,other,2000.0,2,4,160.0
7324,Yeshwanthpur,1541.0,2,2,130.0
7325,Sarjapur  Road,1200.0,3,3,70.0
7326,Whitefield,1125.0,2,2,45.0
7327,Vittasandra,1650.0,3,3,85.0
7328,other,834.0,1,1,62.0
7329,Gollarapalya Hosahalli,1320.0,3,3,60.0
7332,Mysore Road,1500.0,3,3,74.0
7335,other,600.0,1,1,52.0
7336,Whitefield,1180.0,2,2,70.0
7337,Kadugodi,1010.0,2,2,50.0
7338,Channasandra,1070.0,2,2,38.0
7339,Choodasandra,1580.0,3,3,105.0
7341,Green Glen Layout,2000.0,3,3,165.0
7342,Iblur Village,1920.0,3,3,130.0
7343,Sanjay nagar,1200.0,2,3,76.0
7344,Kalena Agrahara,1040.0,2,2,45.0
7345,Hulimavu,1430.0,2,3,90.0
7346,Uttarahalli,1215.0,2,3,52.85
7348,Thanisandra,1564.0,3,3,105.0
7349,other,800.0,2,3,52.0
7350,Hormavu,750.0,2,2,58.0
7351,Kasavanhalli,1200.0,2,2,60.0
7352,Raja Rajeshwari Nagar,1128.0,2,2,48.79
7353,Begur Road,1200.0,2,2,44.4
7354,other,2000.0,4,4,135.0
7357,Yelahanka,1650.0,3,3,105.0
7359,Yelahanka,1200.0,2,2,55.0
7361,Kengeri Satellite Town,985.0,2,2,42.0
7362,Ramagondanahalli,1475.0,2,3,63.0
7364,Sarjapur  Road,1157.0,2,3,53.99
7365,other,900.0,2,2,35.0
7367,GM Palaya,1030.0,2,2,60.0
7368,other,1000.0,2,2,46.0
7372,Kudlu,1570.0,2,3,65.94
7373,Kanakapura,1283.0,2,2,68.0
7374,Electronic City Phase II,875.0,2,3,40.0
7375,other,1200.0,2,2,52.0
7378,Kathriguppe,1250.0,2,3,68.75
7380,Yelahanka,990.0,2,2,37.62
7381,Panathur,1199.0,2,2,85.0
7382,other,1280.0,2,2,90.0
7384,other,1190.0,2,2,55.0
7385,Yelachenahalli,1100.0,2,2,60.0
7386,other,2075.0,3,3,175.0
7387,Harlur,1133.0,2,2,55.0
7389,Whitefield,1280.0,2,2,69.0
7390,Horamavu Agara,1250.0,3,3,65.0
7391,Begur Road,1565.0,2,3,49.3
7392,other,1900.0,3,3,65.0
7393,Munnekollal,1080.0,2,2,45.0
7394,Battarahalli,600.0,1,1,47.0
7396,HRBR Layout,1335.0,2,3,87.0
7397,Vittasandra,1246.0,2,2,67.3
7399,Sarjapur  Road,1385.0,3,3,55.0
7400,other,1578.0,3,3,73.9
7401,HSR Layout,1140.0,2,2,46.0
7402,Sarjapur  Road,1700.0,3,3,79.9
7403,other,1050.0,4,4,90.0
7404,Vidyaranyapura,1120.0,2,2,70.0
7405,Electronic City,435.0,1,1,22.0
7406,Magadi Road,1116.0,2,2,51.89
7407,Old Madras Road,1480.0,3,3,95.0
7408,Hormavu,1000.0,2,2,50.0
7409,HSR Layout,1145.0,2,2,46.0
7410,Bommasandra,800.0,1,2,32.0
7411,Thanisandra,1265.0,2,2,83.0
7412,Devanahalli,1700.0,3,3,88.2
7413,other,1475.0,2,2,70.0
7414,BTM 2nd Stage,1265.0,2,2,55.0
7415,Anandapura,1200.0,2,2,58.0
7416,1st Phase JP Nagar,2180.0,3,3,210.0
7417,Brookefield,1080.0,2,2,50.0
7418,Whitefield,2023.0,4,3,130.0
7420,Kadubeesanahalli,1545.0,2,3,66.0
7421,Kalena Agrahara,1804.0,3,3,166.0
7423,6th Phase JP Nagar,1350.0,2,3,58.0
7424,Hoodi,1108.0,2,2,74.23
7425,Marathahalli,1730.0,3,3,115.0
7426,other,1427.0,2,3,70.0
7427,Yelahanka,935.0,2,2,35.53
7428,Sarjapura - Attibele Road,1073.0,2,2,31.77
7429,Ananth Nagar,960.0,2,2,37.0
7430,Thigalarapalya,2215.0,4,3,150.0
7431,Electronic City Phase II,1125.0,2,2,32.49
7432,Brookefield,1230.0,2,2,55.0
7433,Mahadevpura,1438.0,2,2,89.0
7434,7th Phase JP Nagar,1080.0,2,2,75.0
7436,Marathahalli,1200.0,1,2,103.0
7437,Uttarahalli,1590.0,3,3,58.0
7438,other,1350.0,3,3,68.0
7439,Raja Rajeshwari Nagar,1400.0,2,3,48.0
7440,Kaggadasapura,1560.0,2,3,72.0
7441,Mallasandra,1810.0,3,4,57.0
7442,other,2274.24,4,3,160.0
7443,Sonnenahalli,1484.0,3,3,74.18
7445,other,1455.0,2,3,55.0
7446,Thanisandra,2280.0,4,3,184.0
7449,Bharathi Nagar,1351.0,2,2,74.0
7450,Kanakpura Road,1223.0,2,3,42.81
7451,KR Puram,1430.0,2,3,61.0
7453,Electronic City Phase II,1310.0,2,3,37.83
7456,Sarjapur  Road,984.0,2,2,55.0
7457,Jalahalli,1770.0,3,3,100.0
7460,Bhoganhalli,1447.0,2,2,75.97
7461,Margondanahalli,1140.0,2,2,60.0
7462,Bommanahalli,1170.0,2,2,34.0
7463,Poorna Pragna Layout,1160.0,2,2,46.39
7464,Kanakpura Road,1296.0,2,2,89.0
7465,other,1570.0,3,3,80.0
7466,Nagappa Reddy Layout,1495.0,2,3,65.0
7467,Hoodi,1530.0,2,3,67.0
7469,Gunjur,1800.0,3,3,70.0
7470,Bellandur,1088.0,2,2,48.0
7471,Hosa Road,1533.0,3,3,98.18
7472,Rachenahalli,1100.0,2,2,68.0
7473,Thubarahalli,1540.0,3,3,90.0
7474,Hebbal,1244.0,3,2,48.0
7475,Hosa Road,1040.0,2,2,68.59
7477,Begur Road,1260.0,2,2,39.69
7478,Uttarahalli,1180.0,2,2,41.3
7479,Thigalarapalya,1245.0,2,2,100.0
7480,other,1350.0,3,3,75.0
7481,other,1464.0,3,3,56.0
7482,other,470.0,2,1,10.0
7483,Vijayanagar,920.0,2,2,60.0
7485,Sarjapur,1124.0,2,2,30.35
7486,Yelahanka New Town,2095.0,3,4,109.0
7487,Begur Road,1100.0,2,2,71.42
7488,Vijayanagar,1019.0,2,2,58.0
7489,Harlur,1756.0,3,3,128.0
7490,Bommasandra,1280.0,3,3,50.0
7492,Indira Nagar,1700.0,3,3,150.0
7493,Whitefield,2134.0,4,3,118.0
7494,Hosa Road,1369.1,2,2,98.0
7498,Thigalarapalya,2215.0,4,3,154.0
7499,Basapura,1440.0,3,3,72.0
7500,Hennur Road,1186.0,2,3,55.33
7501,Uttarahalli,1350.0,2,3,47.24
7502,Hebbal,1800.0,3,3,140.0
7503,Kudlu,1600.0,3,3,79.0
7504,GM Palaya,1000.0,2,2,35.0
7506,Banashankari Stage III,1305.0,2,3,59.0
7507,Binny Pete,1740.0,3,3,150.0
7508,Malleshwaram,900.0,2,2,90.0
7509,Benson Town,1567.0,3,2,140.0
7510,Kambipura,1082.0,2,3,45.5
7511,Nagarbhavi,1050.0,2,2,80.0
7512,other,1200.0,2,2,56.0
7514,Dasarahalli,1220.0,2,2,52.0
7515,Binny Pete,1970.0,3,3,164.0
7517,Kanakapura,2130.0,4,4,120.0
7518,Harlur,1749.0,3,3,120.0
7519,Subramanyapura,1260.0,2,2,108.0
7522,other,1670.0,3,3,75.0
7523,Hennur Road,2264.0,3,3,168.0
7525,Begur,1100.0,2,2,55.0
7526,Chandapura,674.0,1,2,19.9
7529,Electronics City Phase 1,1125.0,2,2,65.0
7530,Nagavara,1125.0,2,2,44.5
7531,other,700.0,2,2,29.0
7532,BTM Layout,1300.0,2,3,75.0
7533,JP Nagar,1600.0,3,3,83.0
7534,Magadi Road,1052.0,2,3,60.0
7536,Devarachikkanahalli,1130.0,2,2,36.0
7538,BTM 2nd Stage,2200.0,3,3,220.0
7539,Electronic City,1500.0,2,3,63.0
7540,Old Madras Road,1350.0,3,3,47.25
7541,Gottigere,1230.0,2,3,52.0
7542,Haralur Road,1520.0,2,3,85.0
7543,Kanakpura Road,525.0,1,1,26.25
7544,Hosa Road,1040.0,2,2,61.0
7545,other,1300.0,2,3,67.0
7547,Domlur,780.0,1,1,70.0
7548,Panathur,1140.0,2,2,51.2
7549,Chandapura,1225.0,3,3,33.08
7550,Nagavarapalya,646.0,1,1,25.84
7551,Cox Town,1600.0,3,3,150.0
7552,Kadugodi,1890.0,4,3,125.0
7553,Kadugodi,1050.0,2,2,34.0
7555,Whitefield,1458.0,2,3,62.0
7557,Green Glen Layout,1970.0,3,3,160.0
7558,Whitefield,1808.0,4,3,80.0
7559,Balagere,1007.0,2,2,67.0
7560,Doddathoguru,1105.0,2,2,50.0
